epoch,train_loss,val_loss,val_rmse,val_mae,val_r2
1,2.0988307232212517,0.7608683521930988,0.8735038638114929,0.6266632676124573,0.4376292027209874
2,0.7397930425398902,0.5906910116855915,0.7709164023399353,0.5534387826919556,0.5619661306371444
3,0.5803199289645071,0.5237514972686768,0.7232273817062378,0.5136354565620422,0.6144836075864026
4,0.5363848660211362,0.4875280788311592,0.6961163878440857,0.4946606755256653,0.642844912562945
5,0.4966326798183445,0.4734433683065268,0.6850188374519348,0.48275646567344666,0.654141781242299
6,0.486151599639806,0.45279856140796954,0.6700196862220764,0.471847265958786,0.6691217121016977
7,0.46913347337993144,0.4372488306118892,0.6592115163803101,0.46890968084335327,0.679710523134436
8,0.4516782178765252,0.42715038244540876,0.6512941718101501,0.4590352773666382,0.6873578653827377
9,0.4570543300009777,0.417482486137977,0.6439847350120544,0.45522522926330566,0.6943360619150134
10,0.4429743704803758,0.4087697909428523,0.6371352076530457,0.45143142342567444,0.7008036083768465
11,0.4362192472746206,0.4069722088483664,0.634885847568512,0.44605761766433716,0.7029124955246921
12,0.42080059687164534,0.39744256092951846,0.6273813843727112,0.44032031297683716,0.7098942374307782
13,0.41968130778236645,0.3933604863973764,0.6247947812080383,0.4425961971282959,0.7122814654831706
14,0.4131125839445678,0.3854232201209435,0.6183798909187317,0.4351803958415985,0.7181592302935338
15,0.4083332481442364,0.3804158109884996,0.6157395839691162,0.44059988856315613,0.7205608432642547
16,0.4016983283978628,0.37392743963461655,0.6088554263114929,0.42839929461479187,0.7267743724107147
17,0.39262862963929923,0.36784411393679106,0.6039444804191589,0.4232005178928375,0.731164184517527
18,0.39638282366897315,0.3646926765258496,0.601028561592102,0.4159840941429138,0.7337538766628384
19,0.38877001757901636,0.36150004313542294,0.5994390249252319,0.42095836997032166,0.7351602857687534
20,0.3826795529619536,0.3581346388046558,0.5961320400238037,0.41446468234062195,0.7380743505572631
21,0.3752325244355175,0.35533483441059405,0.5932988524436951,0.4091072976589203,0.7405581173948826
22,0.37748200051148206,0.35213997960090637,0.5911846160888672,0.4100598096847534,0.7424038913093007
23,0.375669082896918,0.3503600863310007,0.5901457667350769,0.4124399423599243,0.7433083975375345
24,0.36818753767053153,0.34212098442591155,0.5829231142997742,0.40748775005340576,0.7495531085372602
25,0.3702149378962955,0.3411988638914548,0.5820204019546509,0.40459439158439636,0.7503281795609782
26,0.364903967724422,0.34143779140252334,0.5814864635467529,0.4096895754337311,0.7507860558704417
27,0.36173013733867,0.33902970873392546,0.5789977312088013,0.40054890513420105,0.7529147331786543
28,0.3618954123386645,0.33436977634063136,0.5765315890312195,0.3992273807525635,0.7550151346777081
29,0.3521392728601183,0.33160897401662975,0.5740963816642761,0.4037148058414459,0.7570803439826289
30,0.3549932213716729,0.32848292474563306,0.5714556574821472,0.39959779381752014,0.7593099046120083
31,0.35288085774461825,0.3360766309958238,0.5764433145523071,0.3887209892272949,0.755090139676104
32,0.3489525306924501,0.32852095594772923,0.5712519884109497,0.39654916524887085,0.7594814919862929
33,0.3447257195200239,0.32272581870739275,0.5662964582443237,0.3921896815299988,0.7636363213666313
34,0.3504241843556249,0.32963597086759716,0.5714073777198792,0.3858603537082672,0.7593506182899442
35,0.34701328690793953,0.3208246574952052,0.5651569366455078,0.3935565948486328,0.7645865687291056
36,0.33754052682176383,0.3251219391822815,0.5700865983963013,0.404183566570282,0.7604618023750518
37,0.34329646495753613,0.31894781956305873,0.5626048445701599,0.38668546080589294,0.7667079228061693
38,0.33874646849014434,0.32380589842796326,0.5663853883743286,0.38205385208129883,0.7635620283490415
39,0.33873877097601907,0.32038580225064206,0.5633546710014343,0.3817376494407654,0.7660856225211444
40,0.33654160452707527,0.31955301188505614,0.5637319087982178,0.3929726779460907,0.7657722492548904
41,0.33360777932280056,0.31630457364595854,0.5608885884284973,0.39166951179504395,0.7681290655557054
42,0.3367601453861921,0.317852251804792,0.5624237060546875,0.39066123962402344,0.7668580781051663
43,0.3359185429506524,0.3168719938168159,0.5606991648674011,0.38932883739471436,0.768285657742399
44,0.33238655698391817,0.3164556954915707,0.5596058368682861,0.38634365797042847,0.7691884058139481
45,0.3352773719583767,0.31292353111964005,0.557500422000885,0.3891068398952484,0.7709219483049626
46,0.3315557291275375,0.31381886624372923,0.5574955344200134,0.37675341963768005,0.7709259441156094
47,0.33086966455048766,0.31162963005212635,0.5555740594863892,0.37743717432022095,0.7725023277413295
48,0.331142684483977,0.3190717788843008,0.5610180497169495,0.3734281063079834,0.7680220214210324
49,0.3305350141403815,0.31027058683908904,0.55472332239151,0.38346752524375916,0.7731984706071076
50,0.32723032622902365,0.31748845829413486,0.560093104839325,0.37696629762649536,0.7687862819606731
51,0.32457288023773356,0.31218778170072115,0.5554491281509399,0.377215713262558,0.7726046204938881
52,0.32190898938696516,0.3121576034105741,0.5547746419906616,0.37591391801834106,0.7731565218604263
53,0.3230123164447835,0.3115195035934448,0.5555060505867004,0.3811300992965698,0.7725579930161949
54,0.3223115647684036,0.30944831669330597,0.5542500615119934,0.3836773633956909,0.7735852941381604
55,0.319563559222459,0.3160414340404364,0.5576515793800354,0.3715841472148895,0.7707976713287364
56,0.32202878261061335,0.30694273114204407,0.5512210726737976,0.3736502230167389,0.7760532811562801
57,0.323749219130308,0.31373072931399715,0.5563172101974487,0.3687538206577301,0.7718932644872112
58,0.3184379462981937,0.309423219699126,0.5516402721405029,0.367449551820755,0.7757125184243197
59,0.32405054011482204,0.30180211250598615,0.547560453414917,0.3792794644832611,0.779017809400704
60,0.3177030282064134,0.30254779297571915,0.5473548173904419,0.37457364797592163,0.779183773579642
61,0.3164537687634313,0.3014400268976505,0.5455257296562195,0.37021464109420776,0.7806571088813358
62,0.31221504159610003,0.3042881993147043,0.5472514033317566,0.3695683479309082,0.7792672206361679
63,0.31226255552449234,0.3051573381974147,0.5483987331390381,0.3663116693496704,0.7783406720633843
64,0.3116291640604849,0.3031262560532643,0.5467689037322998,0.3652178645133972,0.7796562527607419
65,0.31162411307839727,0.2994369864463806,0.545775294303894,0.37393033504486084,0.7804563593544398
66,0.3149672307709391,0.30071947895563567,0.5453253388404846,0.36818307638168335,0.7808182199666154
67,0.3084726034274793,0.29938166531232685,0.5454421043395996,0.37441834807395935,0.7807243402117461
68,0.30829224888140444,0.29898813940011537,0.5449312925338745,0.37395375967025757,0.7811348625324896
69,0.3104462282008111,0.29803603085187763,0.5437031984329224,0.3664986789226532,0.7821202730286559
70,0.31508285295659655,0.305470266021215,0.5482218265533447,0.36244356632232666,0.7784836639636582
71,0.31106034967458396,0.30489078622597915,0.5504453778266907,0.38511934876441956,0.7766831080955414
72,0.3096639079971039,0.29934508296159595,0.5442479848861694,0.36560767889022827,0.7816834074180845
73,0.3071004716000816,0.30407894803927493,0.5503983497619629,0.3802054524421692,0.776721278984884
74,0.30876334788791365,0.29472858057572293,0.5408076643943787,0.3689248859882355,0.7844347337366149
75,0.30317439292356424,0.2980652153491974,0.5436867475509644,0.36536645889282227,0.7821334228782391
76,0.3041476135700116,0.29444720997260165,0.5394781231880188,0.36497020721435547,0.7854933184233898
77,0.30330294096720706,0.29530139152820295,0.5413634777069092,0.3699004352092743,0.7839914167081263
78,0.3043792415760944,0.29462400193397814,0.5390118360519409,0.361629843711853,0.7858639843492089
79,0.3041098136970503,0.29871796988523924,0.5429637432098389,0.36139413714408875,0.7827125102873962
80,0.30434844267460726,0.3083830361182873,0.5515994429588318,0.36739015579223633,0.7757457490386807
81,0.3100583091262699,0.2946835653139995,0.5406513214111328,0.36790505051612854,0.7845593449079133
82,0.30322379099900276,0.2934415122637382,0.538911759853363,0.35985878109931946,0.7859434937159703
83,0.299982938358554,0.2916026126879912,0.5373775362968445,0.3622717261314392,0.7871605449878877
84,0.2957888627105113,0.2952961680980829,0.5413589477539062,0.36263352632522583,0.7839950637934803
85,0.29667308726910074,0.2915785037554227,0.5372839570045471,0.36817455291748047,0.7872347072334925
86,0.30388464111162317,0.2936243013693736,0.5387730002403259,0.36669090390205383,0.7860537199689402
87,0.30264343953343853,0.291224676829118,0.5372490286827087,0.3672322928905487,0.787262343712948
88,0.2947515673019561,0.2936558356651893,0.5382362604141235,0.3565191328525543,0.7864797605652141
89,0.2987352368377504,0.2878452447744516,0.5342774391174316,0.36087825894355774,0.7896091922824768
90,0.2926803276619378,0.2877324831027251,0.5345727205276489,0.363651841878891,0.78937657798195
91,0.29759944165135804,0.29119357466697693,0.5358311533927917,0.3648005723953247,0.7883837570733114
92,0.29422851202231837,0.2856024503707886,0.5317102670669556,0.362598180770874,0.7916261467250045
93,0.293114287512643,0.28949858248233795,0.5349219441413879,0.3635064661502838,0.7891013174841564
94,0.29045694482286905,0.2897902406178988,0.5359216332435608,0.3633565306663513,0.7883122683882847
95,0.29123977400931805,0.283991806782209,0.5307308435440063,0.3596668541431427,0.7923931098856647
96,0.29031531253658394,0.2834588518509498,0.529299259185791,0.35742929577827454,0.7935116172019213
97,0.28499472946555643,0.2870386976462144,0.5346619486808777,0.36688998341560364,0.789306251714566
98,0.2892118543716496,0.2856858934347446,0.5300837159156799,0.35210949182510376,0.7928990666948748
99,0.28546191372414625,0.2846403947243324,0.5305517911911011,0.36092519760131836,0.7925331812116112
100,0.28773503337191586,0.2866627551042117,0.5320431590080261,0.35116347670555115,0.7913651839642162
101,0.2863443729489349,0.28516922088769764,0.5311135649681091,0.3543197214603424,0.7920935984497999
102,0.2883733827146317,0.28663314764316267,0.5330280065536499,0.3682214319705963,0.7905920599900498
103,0.2864865987238826,0.2803741234999437,0.5267682075500488,0.3540348708629608,0.7954816826227862
104,0.28069211610263894,0.28148478040328395,0.5275697112083435,0.3602822422981262,0.7948588592498222
105,0.28644049566977575,0.2826951283674974,0.5284943580627441,0.3557796776294708,0.7941391483663383
106,0.2842696596551707,0.2822035677157916,0.527535617351532,0.3560386896133423,0.7948853333116349
107,0.2811647532951264,0.28249501838133884,0.5279330015182495,0.35118067264556885,0.7945762464604383
108,0.2802002414120392,0.28246731941516584,0.5273075103759766,0.35087496042251587,0.7950627182439125
109,0.28257095744443494,0.2803924370270509,0.525979220867157,0.3514455258846283,0.7960938553440989
110,0.2777774439235594,0.28217727977495927,0.5267592668533325,0.35073643922805786,0.795488642598422
111,0.2770678394392611,0.281304202400721,0.525495707988739,0.3464098274707794,0.796468575201447
112,0.28125534022633286,0.2814610703633382,0.5272378325462341,0.3546699583530426,0.7951168578456217
113,0.28258084011566337,0.28311850932928234,0.528301477432251,0.3544645607471466,0.794289376316438
114,0.27824213549676263,0.2827801830493487,0.5267267823219299,0.34766125679016113,0.7955138525310482
115,0.2794460518613606,0.2813321053981781,0.5262499451637268,0.35740309953689575,0.7958838936573844
116,0.2751985164905835,0.27890797417897445,0.5238046646118164,0.34898605942726135,0.7977764403517011
117,0.27468049074064194,0.281748245541866,0.5273471474647522,0.352955162525177,0.7950318851159396
118,0.2778330824501887,0.28012267213601333,0.5243971347808838,0.35453084111213684,0.797318680284002
119,0.27481069797825314,0.27699222014500546,0.5213991403579712,0.3489127457141876,0.7996295374972684
120,0.2751680843589842,0.28029768283550555,0.5248204469680786,0.35200661420822144,0.7969913144153737
121,0.27317040911148555,0.2793745593382762,0.5240575671195984,0.344502717256546,0.7975810815366232
122,0.27460583658313437,0.27891403092787814,0.5250636339187622,0.35835331678390503,0.7968031480594601
123,0.2735076055739277,0.27895038288373214,0.5231410264968872,0.3536970615386963,0.7982884853233149
124,0.2700395989391627,0.2819732232735707,0.5262949466705322,0.357177734375,0.7958490211281031
125,0.27332469616353444,0.2802274032280995,0.524734377861023,0.3462938070297241,0.79705789188586
126,0.26974058949934154,0.27609768968362075,0.5212136507034302,0.3494504690170288,0.7997720499002646
127,0.27172475452570954,0.28370609191747814,0.5273699164390564,0.3474031984806061,0.7950142163677704
128,0.27446358504881496,0.27811979903624606,0.5230400562286377,0.3523174822330475,0.7983663382449354
129,0.2749139221667715,0.2771683151905353,0.5216125845909119,0.3486911654472351,0.7994654622469999
130,0.2715891247175857,0.27725735306739807,0.5227287411689758,0.3525918126106262,0.7986063048370523
131,0.2666365873906039,0.27702065958426547,0.5218997597694397,0.35400015115737915,0.7992445593042233
132,0.27289177356896344,0.27554639944663417,0.5214106440544128,0.34971755743026733,0.7996206740627427
133,0.2707951597267079,0.27664679059615505,0.5210650563240051,0.35161885619163513,0.7998862283732198
134,0.2672460282165743,0.2765965461730957,0.5203127264976501,0.34845712780952454,0.800463688397677
135,0.2678140368176457,0.2795147059055475,0.5232069492340088,0.3499923050403595,0.7982376440816669
136,0.2663402845825204,0.27406927140859455,0.5196557641029358,0.3549174666404724,0.8009672331902785
137,0.26481924890019704,0.2772776507414304,0.522492527961731,0.3508230149745941,0.7987882958492392
138,0.263920108642293,0.27811524959710926,0.5225527286529541,0.3490433096885681,0.7987419299155155
139,0.26642796466516894,0.2782447269329658,0.5220759510993958,0.3515848219394684,0.7991090068768628
140,0.26502755756262003,0.2743687744324024,0.5206189751625061,0.35150596499443054,0.8002286911409827
141,0.2678995223206407,0.2776216509250494,0.5221472382545471,0.34930530190467834,0.7990541552943474
142,0.2612702112195236,0.27383048603167903,0.5191069841384888,0.3477418124675751,0.8013874035774566
143,0.2707550712466108,0.276545565861922,0.5224864482879639,0.35484200716018677,0.798792974580251
144,0.26898480521088025,0.27227460879545945,0.5184015035629272,0.34739407896995544,0.8019268525449972
145,0.26889355663841347,0.27594513847277713,0.5203309655189514,0.34420570731163025,0.8004496667348618
146,0.26256088821726914,0.27283550569644344,0.5169910192489624,0.34081676602363586,0.8030032658123673
147,0.26601338779279426,0.27533529469600093,0.5205584168434143,0.351016640663147,0.8002751733164706
148,0.26349774417225047,0.2737290240251101,0.5180327296257019,0.34471485018730164,0.802208564460708
149,0.2641415863833158,0.272609769151761,0.5168309807777405,0.3464049994945526,0.8031251743626464
150,0.2616108328038012,0.27400263800070834,0.5175801515579224,0.3459630310535431,0.8025540059236803
151,0.263432995970067,0.27186861290381503,0.5159509181976318,0.3419044315814972,0.8037950756501402
152,0.2635204681955435,0.27792492738136876,0.5223249197006226,0.3472847640514374,0.7989173532680209
153,0.26026303899512604,0.27215092457257783,0.51600182056427,0.3425240218639374,0.803756396203079
154,0.26200893651673435,0.2722851141141011,0.5163968801498413,0.34652620553970337,0.8034557514100127
155,0.26161007657399604,0.2695571997990975,0.5149639248847961,0.34519296884536743,0.8045450239225551
156,0.26322147524106015,0.2699877012234468,0.5148430466651917,0.3425082564353943,0.8046367967954471
157,0.2608869426934294,0.27269057356394255,0.5182738900184631,0.35029739141464233,0.8020243503247795
158,0.2604839050789608,0.27189286053180695,0.515449583530426,0.34350672364234924,0.8041761888045232
159,0.26202689705298987,0.2725426497367712,0.5164397358894348,0.3398459553718567,0.803423131064914
160,0.26157469950113055,0.275053220299574,0.519495964050293,0.3405247926712036,0.8010896067076148
161,0.2613149936149023,0.27090146564520323,0.5159692764282227,0.346011221408844,0.8037811411686482
162,0.25864074290920863,0.2725357780089745,0.5173677206039429,0.33944448828697205,0.8027160469430741
163,0.2618699209106589,0.2704913432781513,0.5151500701904297,0.33958011865615845,0.8044037029976426
164,0.26136388239406405,0.269420536664816,0.5137953758239746,0.34003615379333496,0.8054310622404903
165,0.25618023630788556,0.2756871454990827,0.5187398195266724,0.3369883894920349,0.8016682436799354
166,0.25634431380238115,0.2728627518965648,0.5172185897827148,0.3410411477088928,0.8028297459187517
167,0.25789466303910397,0.2699027049999971,0.5148497223854065,0.34144124388694763,0.8046317112182602
168,0.2555396969070202,0.2705240547657013,0.5162414312362671,0.3422466218471527,0.8035740855260405
169,0.2565218913693761,0.2680261559211291,0.5129647254943848,0.3407045006752014,0.8060596831714474
170,0.2593635026930707,0.2725509049800726,0.5161502957344055,0.3410983681678772,0.8036434092082076
171,0.2562875288434467,0.2690707662930855,0.5140324831008911,0.33916667103767395,0.8052514396542505
172,0.25779002116104033,0.2666211953529945,0.5117783546447754,0.33917826414108276,0.806955747341551
173,0.2591506681370973,0.2666354225232051,0.5115231275558472,0.3431636095046997,0.8071482291729631
174,0.25194340683561095,0.2748610102213346,0.5211282968521118,0.35010671615600586,0.7998376393157545
175,0.2571834617872967,0.26828218538027543,0.5138871073722839,0.3448781967163086,0.8053615787258973
176,0.255339498354219,0.2655639602587773,0.5113944411277771,0.338920921087265,0.8072452329252473
177,0.2531233958462676,0.2680799307731482,0.5135664939880371,0.34236595034599304,0.8056043932412389
178,0.25172201914512704,0.2700156397544421,0.5158647298812866,0.33862876892089844,0.8038606360051891
179,0.2543788390896249,0.2632530858883491,0.5094007849693298,0.3400728404521942,0.8087451875909593
180,0.254855452845923,0.26680426872693574,0.5129175782203674,0.3376696705818176,0.8060953112721965
181,0.2527128440531121,0.26636202748005205,0.5110036730766296,0.3406361937522888,0.8075397169048073
182,0.2539717033587949,0.2667220647518451,0.5133761763572693,0.3474352955818176,0.8057484313173913
183,0.2537338343404588,0.26670034344379717,0.512814462184906,0.3393041789531708,0.8061732659053606
184,0.2564310819933713,0.26289963722229004,0.5089170336723328,0.33679842948913574,0.8091082687416598
185,0.2510723655967089,0.26586100459098816,0.5120062828063965,0.34538644552230835,0.8067837531210914
186,0.25103517919613805,0.26804090921695417,0.5125417113304138,0.33520129323005676,0.8063794352045158
187,0.25607737512683554,0.27014344930648804,0.5154637694358826,0.34958434104919434,0.804165407380887
188,0.25249146269933465,0.26392369201550114,0.5081279277801514,0.3366909623146057,0.8096997940195938
189,0.25426847224483723,0.2678997711493419,0.5130124092102051,0.3368782103061676,0.8060236046338618
190,0.25233284368335474,0.26646690643750703,0.5122440457344055,0.34184738993644714,0.8066042467766159
191,0.2498596218370256,0.2626904879625027,0.5078136324882507,0.33614039421081543,0.8099351545318014
192,0.2500115496375632,0.26245272618073684,0.5082328915596008,0.337234765291214,0.8096211564660645
193,0.2497934702028864,0.26406889924636257,0.5085117816925049,0.3333927094936371,0.8094121537739052
194,0.2532954915351382,0.2641675781745177,0.5092917084693909,0.33761364221572876,0.8088271380347702
195,0.25031135246933234,0.2613873997559914,0.5067583918571472,0.33865323662757874,0.8107242326881141
196,0.25113885045249595,0.2659514213983829,0.5123671293258667,0.3436124622821808,0.8065112824256402
197,0.2515141718411366,0.2633894876791881,0.5086631774902344,0.33842936158180237,0.8092986872817561
198,0.24825758710586088,0.2659573073570545,0.5115422010421753,0.33622628450393677,0.8071338442546346
199,0.2511598612712995,0.2634734889635673,0.5099564790725708,0.34404635429382324,0.8083277052945799
200,0.24930250331148884,0.2629689941039452,0.5078127980232239,0.3352225422859192,0.8099357502708433
